,age,gender,size,City,target_hour
653,Baby,Male,Large,Chicago,17.0
654,Baby,Male,Large,Chicago,59.0
655,Baby,Male,Large,Chicago,329.0
656,Baby,Male,Large,Chicago,11.0
657,Baby,Female,Large,Chicago,23.0
658,Adult,Female,Medium,Chicago,451.0
659,Baby,Female,Large,Chicago,0.0
660,Baby,Male,Large,Chicago,160.0
661,Young,Male,Medium,Chicago,205.0
662,Baby,Female,Medium,Chicago,95.0
663,Baby,Female,Medium,Chicago,264.0
664,Baby,Male,Medium,Chicago,120.0
665,Baby,Male,Medium,Chicago,70.0
666,Baby,Female,Medium,Chicago,48.0
667,Adult,Female,Small,Chicago,22.0
668,Baby,Male,Medium,Chicago,0.0
669,Adult,Male,Medium,Chicago,0.0
670,Baby,Male,Medium,Chicago,237.0
671,Baby,Male,Medium,Chicago,237.0
672,Young,Male,Large,Chicago,486.0
673,Adult,Male,Small,Chicago,286.0
674,Young,Female,Medium,Chicago,23.0
675,Adult,Female,Small,Chicago,126.0
676,Young,Male,Small,Chicago,126.0
677,Baby,Female,Large,Chicago,416.0
678,Baby,Male,Large,Chicago,31.0
679,Young,Male,Small,Chicago,60.0
680,Baby,Male,Large,Chicago,31.0
681,Young,Female,Small,Chicago,118.0
682,Young,Male,Medium,Chicago,98.0
683,Young,Male,Medium,Chicago,4.0
684,Adult,Female,Small,Chicago,51.0
685,Young,Female,Medium,Chicago,182.0
686,Baby,Female,Small,Chicago,208.0
687,Baby,Male,Small,Chicago,208.0
688,Adult,Female,Medium,Chicago,0.0
689,Baby,Female,Medium,Chicago,449.0
690,Baby,Female,Medium,Chicago,148.0
691,Baby,Male,Medium,Chicago,746.0
692,Adult,Male,Medium,Chicago,478.0
693,Adult,Male,Medium,Chicago,478.0
694,Baby,Male,Medium,Chicago,192.0
695,Adult,Female,Medium,Chicago,478.0
696,Baby,Female,Medium,Chicago,192.0
697,Senior,Female,Small,Chicago,20.0
698,Baby,Female,Medium,Chicago,506.0
699,Adult,Female,Medium,Chicago,192.0
700,Adult,Male,Medium,Chicago,115.0
701,Adult,Male,Large,Chicago,603.0
702,Baby,Male,Small,Chicago,165.0
703,Baby,Female,Small,Chicago,333.0
704,Baby,Female,Small,Chicago,333.0
705,Baby,Male,Small,Chicago,334.0
706,Baby,Male,Small,Chicago,766.0
707,Baby,Female,Small,Chicago,166.0
708,Baby,Male,Small,Chicago,166.0
709,Baby,Female,Small,Chicago,166.0
710,Baby,Female,Small,Chicago,166.0
711,Baby,Male,Small,Chicago,166.0
712,Baby,Male,Small,Chicago,167.0
713,Baby,Female,Medium,Chicago,335.0
714,Adult,Male,Large,Chicago,424.0
715,Baby,Female,Medium,Chicago,167.0
716,Adult,Female,Small,Chicago,27.0
717,Adult,Male,Small,Chicago,764.0
718,Adult,Female,Small,Chicago,424.0
719,Young,Female,Medium,Chicago,28.0
720,Adult,Female,Small,Chicago,150.0
721,Baby,Female,Medium,Chicago,49.0
722,Baby,Female,Medium,Chicago,49.0
723,Baby,Male,Medium,Chicago,2.0
724,Baby,Female,Medium,Chicago,49.0
725,Baby,Female,Medium,Chicago,39.0
726,Young,Male,Small,Chicago,43.0
727,Adult,Male,Small,Chicago,406.0
728,Young,Female,Small,Chicago,335.0
729,Young,Male,Small,Chicago,407.0
730,Young,Female,Small,Chicago,589.0
731,Young,Female,Small,Chicago,44.0
732,Young,Female,Small,Chicago,714.0
733,Young,Male,Small,Chicago,589.0
734,Adult,Male,Small,Chicago,44.0
735,Young,Male,Small,Chicago,44.0
736,Young,Male,Medium,Chicago,525.0
737,Adult,Female,Medium,Chicago,233.0
738,Baby,Male,Medium,Chicago,91.0
739,Adult,Male,Large,Chicago,51.0
740,Adult,Male,Large,Chicago,257.0
741,Adult,Male,Small,Chicago,336.0
742,Baby,Female,Small,Chicago,143.0
743,Baby,Female,Small,Chicago,336.0
744,Adult,Female,Small,Chicago,336.0
745,Young,Male,Small,Chicago,338.0
746,Adult,Female,Small,Chicago,384.0
747,Adult,Male,Small,Chicago,337.0
748,Adult,Female,Medium,Chicago,94.0
749,Adult,Male,Small,Chicago,485.0
750,Adult,Female,Small,Chicago,485.0
751,Baby,Male,Medium,Chicago,53.0
752,Baby,Male,Medium,Chicago,221.0
753,Young,Male,Small,Chicago,340.0
754,Young,Male,Medium,Chicago,222.0
755,Young,Male,Large,Chicago,174.0
756,Baby,Male,Large,Chicago,652.0
757,Baby,Male,Large,Chicago,652.0
758,Young,Female,Large,Chicago,390.0
759,Baby,Male,Medium,Chicago,105.0
760,Young,Female,Medium,Chicago,52.0
761,Young,Female,Small,Chicago,559.0
762,Young,Male,Small,Chicago,804.0
763,Baby,Female,Medium,Chicago,221.0
764,Baby,Male,Medium,Chicago,221.0
765,Adult,Female,Medium,Chicago,54.0
766,Senior,Female,Small,Chicago,587.0
767,Adult,Male,Small,Chicago,680.0
768,Adult,Male,Extra Large,Chicago,333.0
769,Baby,Male,Medium,Chicago,734.0
770,Baby,Male,Medium,Chicago,105.0
771,Baby,Female,Small,Chicago,332.0
772,Baby,Female,Large,Chicago,682.0
773,Adult,Female,Medium,Chicago,233.0
774,Adult,Female,Large,Chicago,68.0
775,Adult,Female,Medium,Chicago,384.0
776,Adult,Male,Medium,Chicago,237.0
777,Young,Male,Medium,Chicago,237.0
778,Baby,Female,Medium,Chicago,628.0
779,Baby,Female,Large,Chicago,687.0
780,Adult,Male,Small,Chicago,454.0
781,Baby,Female,Small,Chicago,360.0
782,Young,Male,Medium,Chicago,386.0
783,Adult,Male,Medium,Chicago,70.0
784,Adult,Male,Small,Chicago,115.0
785,Young,Female,Small,Chicago,70.0
786,Baby,Female,Medium,Chicago,240.0
787,Baby,Female,Medium,Chicago,240.0
788,Adult,Male,Extra Large,Chicago,722.0
789,Adult,Male,Large,Chicago,215.0
790,Baby,Male,Large,Chicago,795.0
791,Young,Female,Medium,Chicago,393.0
792,Adult,Male,Large,Chicago,583.0
793,Adult,Female,Large,Chicago,51.0
794,Baby,Male,Large,Chicago,300.0
795,Young,Male,Medium,Chicago,8.0
796,Adult,Female,Small,Chicago,368.0
797,Young,Female,Medium,Chicago,0.0
798,Adult,Female,Small,Chicago,43.0
799,Young,Male,Medium,Chicago,453.0
800,Baby,Male,Medium,Chicago,597.0
801,Baby,Male,Medium,Chicago,285.0
802,Baby,Female,Medium,Chicago,453.0
803,Baby,Female,Medium,Chicago,548.0
804,Baby,Female,Medium,Chicago,67.0
805,Baby,Male,Large,Chicago,259.0
806,Adult,Female,Small,Chicago,597.0
807,Adult,Female,Small,Chicago,597.0
808,Adult,Female,Medium,Chicago,138.0
809,Adult,Female,Medium,Chicago,500.0
810,Adult,Male,Large,Chicago,640.0
811,Adult,Female,Large,Chicago,142.0
812,Adult,Male,Small,Chicago,403.0
813,Adult,Female,Small,Chicago,95.0
814,Adult,Female,Large,Chicago,189.0
815,Adult,Male,Medium,Chicago,139.0
816,Adult,Female,Medium,Chicago,97.0
817,Adult,Male,Medium,Chicago,90.0
818,Adult,Female,Medium,Chicago,94.0
819,Adult,Male,Large,Chicago,264.0
820,Baby,Male,Small,Chicago,265.0
821,Baby,Male,Medium,Chicago,815.0
822,Young,Male,Medium,Chicago,147.0
823,Adult,Female,Small,Chicago,192.0
824,Young,Male,Medium,Chicago,598.0
825,Baby,Male,Small,Chicago,119.0
826,Baby,Male,Small,Chicago,119.0
827,Adult,Female,Large,Chicago,435.0
828,Baby,Female,Medium,Chicago,600.0
829,Adult,Female,Medium,Chicago,608.0
830,Baby,Male,Medium,Chicago,268.0
831,Baby,Female,Medium,Chicago,268.0
832,Baby,Male,Medium,Chicago,267.0
833,Baby,Male,Medium,Chicago,268.0
834,Baby,Male,Medium,Chicago,103.0
835,Baby,Male,Medium,Chicago,631.0
836,Adult,Female,Medium,Chicago,150.0
837,Baby,Male,Medium,Chicago,433.0
838,Young,Male,Small,Chicago,69.0
839,Baby,Male,Medium,Chicago,433.0
840,Adult,Male,Large,Chicago,219.0
841,Young,Male,Medium,Chicago,336.0
842,Young,Male,Large,Chicago,54.0
843,Baby,Male,Large,Chicago,343.0
844,Baby,Male,Large,Chicago,365.0
845,Adult,Male,Small,Chicago,410.0
846,Young,Male,Small,Chicago,224.0
847,Baby,Male,Medium,Chicago,245.0
848,Baby,Male,Large,Chicago,113.0
849,Young,Female,Medium,Chicago,113.0
850,Adult,Female,Medium,Chicago,135.0
851,Baby,Male,Medium,Chicago,39.0
852,Adult,Female,Medium,Chicago,717.0
853,Senior,Male,Small,Chicago,407.0
854,Baby,Male,Medium,Chicago,447.0
855,Baby,Male,Medium,Chicago,112.0
856,Baby,Male,Large,Chicago,120.0
857,Baby,Female,Large,Chicago,121.0
858,Senior,Female,Medium,Chicago,339.0
859,Young,Female,Medium,Chicago,114.0
860,Young,Female,Medium,Chicago,241.0
861,Young,Male,Large,Chicago,114.0
862,Adult,Female,Medium,Chicago,114.0
863,Young,Female,Medium,Chicago,242.0
864,Baby,Male,Medium,Chicago,871.0
865,Adult,Male,Medium,Chicago,455.0
866,Adult,Male,Medium,Chicago,125.0
867,Adult,Male,Large,Chicago,580.0
868,Baby,Male,Medium,Chicago,125.0
869,Baby,Male,Medium,Chicago,97.0
870,Adult,Male,Medium,Chicago,0.0
871,Senior,Female,Small,Chicago,888.0
872,Adult,Female,Small,Chicago,604.0
873,Adult,Female,Medium,Chicago,646.0
874,Young,Female,Medium,Chicago,461.0
875,Baby,Male,Medium,Chicago,125.0
876,Baby,Male,Extra Large,Chicago,813.0
877,Baby,Female,Extra Large,Chicago,813.0
878,Baby,Male,Large,Chicago,813.0
879,Young,Male,Large,Chicago,324.0
880,Senior,Female,Small,Chicago,324.0
881,Baby,Male,Large,Chicago,814.0
882,Young,Male,Large,Chicago,843.0
883,Young,Female,Medium,Chicago,137.0
884,Young,Male,Small,Chicago,192.0
885,Baby,Female,Medium,Chicago,168.0
886,Adult,Male,Medium,Chicago,480.0
887,Baby,Male,Medium,Chicago,189.0
888,Young,Male,Medium,Chicago,100.0
889,Baby,Male,Medium,Chicago,585.0
890,Adult,Male,Medium,Chicago,168.0
891,Baby,Female,Medium,Chicago,846.0
892,Baby,Female,Medium,Chicago,336.0
893,Baby,Female,Medium,Chicago,159.0
894,Baby,Male,Medium,Chicago,160.0
895,Baby,Female,Medium,Chicago,160.0
896,Baby,Male,Medium,Chicago,326.0
897,Baby,Female,Medium,Chicago,160.0
898,Baby,Male,Medium,Chicago,161.0
899,Baby,Female,Medium,Chicago,115.0
900,Adult,Female,Medium,Chicago,161.0
901,Baby,Female,Large,Chicago,214.0
902,Baby,Female,Large,Chicago,0.0
903,Baby,Male,Medium,Chicago,110.0
904,Baby,Male,Small,Chicago,110.0
905,Baby,Female,Medium,Chicago,78.0
906,Young,Male,Medium,Chicago,0.0
907,Adult,Male,Medium,Chicago,102.0
908,Baby,Male,Medium,Chicago,481.0
909,Adult,Female,Small,Chicago,610.0
910,Baby,Male,Medium,Chicago,556.0
911,Baby,Female,Medium,Chicago,556.0
912,Baby,Male,Medium,Chicago,556.0
913,Baby,Male,Medium,Chicago,652.0
914,Baby,Female,Medium,Chicago,556.0
915,Adult,Female,Medium,Chicago,29.0
916,Young,Male,Large,Chicago,370.0
917,Adult,Male,Small,Chicago,84.0
918,Adult,Male,Medium,Chicago,21.0
919,Young,Male,Medium,Chicago,22.0
920,Baby,Female,Medium,Chicago,423.0
921,Baby,Female,Large,Chicago,191.0
922,Baby,Male,Large,Chicago,100.0
923,Baby,Female,Medium,Chicago,191.0
924,Baby,Male,Small,Chicago,100.0
925,Adult,Male,Small,Chicago,192.0
926,Adult,Male,Medium,Chicago,260.0
927,Adult,Male,Medium,Chicago,606.0
928,Baby,Female,Medium,Chicago,72.0
929,Baby,Female,Medium,Chicago,51.0
930,Adult,Male,Medium,Chicago,752.0
931,Adult,Female,Medium,Chicago,453.0
932,Adult,Female,Medium,Chicago,93.0
933,Adult,Male,Medium,Chicago,93.0
934,Adult,Female,Medium,Chicago,559.0
935,Adult,Female,Medium,Chicago,454.0
936,Adult,Male,Medium,Chicago,454.0
937,Adult,Male,Medium,Chicago,94.0
938,Adult,Female,Medium,Chicago,166.0
939,Adult,Male,Medium,Chicago,94.0
940,Young,Female,Large,Chicago,51.0
941,Adult,Female,Medium,Chicago,752.0
942,Baby,Male,Small,Chicago,26.0
943,Adult,Male,Medium,Chicago,94.0
944,Baby,Female,Medium,Chicago,484.0
945,Senior,Male,Small,Chicago,49.0
946,Adult,Male,Large,Chicago,94.0
947,Adult,Female,Medium,Chicago,308.0
948,Adult,Female,Medium,Chicago,19.0
949,Adult,Male,Medium,Chicago,19.0
950,Adult,Female,Medium,Chicago,308.0
951,Adult,Male,Large,Chicago,308.0
952,Adult,Female,Medium,Chicago,308.0
953,Baby,Male,Medium,Chicago,221.0
954,Adult,Female,Small,Chicago,164.0
955,Senior,Male,Medium,Chicago,24.0
956,Young,Male,Small,Chicago,221.0
957,Adult,Male,Large,Chicago,239.0
958,Baby,Female,Medium,Chicago,334.0
959,Baby,Female,Medium,Chicago,334.0
960,Baby,Male,Small,Chicago,94.0
961,Baby,Male,Small,Chicago,166.0
962,Baby,Female,Small,Chicago,334.0
963,Young,Female,Medium,Chicago,167.0
964,Baby,Male,Medium,Chicago,106.0
965,Adult,Male,Large,Chicago,599.0
966,Baby,Female,Medium,Chicago,130.0
967,Baby,Female,Medium,Chicago,196.0
968,Adult,Female,Medium,Chicago,503.0
969,Senior,Female,Small,Chicago,509.0
970,Adult,Female,Medium,Chicago,95.0
971,Adult,Female,Medium,Chicago,503.0
972,Baby,Female,Medium,Chicago,354.0
973,Senior,Male,Small,Chicago,122.0
974,Senior,Female,Small,Chicago,16.0
975,Baby,Male,Medium,Chicago,593.0
976,Baby,Male,Large,Chicago,187.0
977,Young,Female,Medium,Chicago,911.0
978,Young,Male,Large,Chicago,300.0
979,Adult,Female,Medium,Chicago,383.0
980,Adult,Female,Large,Chicago,300.0
981,Adult,Female,Medium,Chicago,880.0
982,Young,Male,Medium,Chicago,376.0
983,Baby,Male,Large,Chicago,290.0
984,Adult,Female,Medium,Chicago,476.0
985,Senior,Female,Medium,Chicago,116.0
986,Adult,Male,Large,Chicago,116.0
987,Baby,Female,Medium,Chicago,190.0
988,Adult,Male,Medium,Chicago,476.0
989,Adult,Female,Medium,Chicago,476.0
990,Adult,Male,Medium,Chicago,330.0
991,Adult,Male,Medium,Chicago,774.0
992,Adult,Male,Medium,Chicago,476.0
993,Young,Female,Medium,Chicago,116.0
994,Adult,Female,Medium,Chicago,116.0
995,Adult,Female,Medium,Chicago,330.0
996,Adult,Male,Medium,Chicago,330.0
997,Adult,Female,Medium,Chicago,21.0
998,Adult,Male,Medium,Chicago,116.0
999,Adult,Male,Medium,Chicago,476.0
1000,Adult,Female,Medium,Chicago,116.0
1001,Baby,Female,Medium,Chicago,213.0
1002,Baby,Male,Medium,Chicago,213.0
1003,Baby,Female,Medium,Chicago,214.0
1004,Baby,Male,Medium,Chicago,214.0
1005,Baby,Male,Medium,Chicago,214.0
1006,Baby,Male,Medium,Chicago,214.0
1007,Baby,Female,Medium,Chicago,214.0
1008,Young,Female,Medium,Chicago,721.0
1009,Baby,Female,Medium,Chicago,214.0
1010,Baby,Male,Medium,Chicago,242.0
1011,Baby,Male,Medium,Chicago,221.0
1012,Young,Male,Medium,Chicago,216.0
1013,Young,Male,Medium,Chicago,188.0
1014,Baby,Male,Medium,Chicago,245.0
1015,Baby,Male,Medium,Chicago,240.0
1016,Young,Female,Small,Chicago,97.0
1017,Baby,Male,Medium,Chicago,171.0
1018,Adult,Male,Small,Chicago,96.0
1019,Baby,Male,Medium,Chicago,92.0
1020,Adult,Female,Small,Chicago,97.0
1021,Young,Male,Medium,Chicago,212.0
1022,Baby,Male,Medium,Chicago,699.0
1023,Baby,Female,Medium,Chicago,129.0
1024,Senior,Male,Medium,Chicago,339.0
1025,Senior,Male,Large,Chicago,44.0
1026,Adult,Male,Medium,Chicago,97.0
1027,Young,Female,Medium,Chicago,50.0
1028,Baby,Male,Large,Chicago,97.0
1029,Adult,Male,Medium,Chicago,212.0
1030,Baby,Male,Large,Chicago,97.0
1031,Adult,Female,Small,Chicago,212.0
1032,Young,Male,Medium,Chicago,118.0
1033,Adult,Female,Large,Chicago,670.0
1034,Young,Male,Large,Chicago,49.0
1035,Young,Male,Small,Chicago,778.0
1036,Baby,Male,Large,Chicago,69.0
1037,Baby,Male,Medium,Chicago,401.0
1038,Adult,Male,Medium,Chicago,60.0
1039,Baby,Female,Medium,Chicago,254.0
1040,Adult,Female,Small,Chicago,742.0
1041,Baby,Male,Medium,Chicago,401.0
1042,Adult,Male,Small,Chicago,401.0
1043,Baby,Female,Medium,Chicago,591.0
1044,Adult,Male,Medium,Chicago,593.0
1045,Baby,Female,Medium,Chicago,238.0
1046,Baby,Male,Medium,Chicago,154.0
1047,Baby,Male,Medium,Chicago,720.0
1048,Baby,Male,Medium,Chicago,428.0
1049,Baby,Male,Medium,Chicago,937.0
1050,Baby,Male,Medium,Chicago,154.0
1051,Baby,Female,Medium,Chicago,937.0
1052,Baby,Female,Medium,Chicago,428.0
1053,Baby,Female,Medium,Chicago,428.0
1054,Adult,Male,Medium,Chicago,376.0
1055,Baby,Female,Medium,Chicago,66.0
1056,Baby,Female,Medium,Chicago,94.0
1057,Baby,Female,Medium,Chicago,171.0
1058,Baby,Female,Small,Chicago,211.0
1059,Adult,Male,Small,Chicago,594.0
1060,Young,Male,Extra Large,Chicago,794.0
1061,Young,Female,Medium,Chicago,380.0
1062,Baby,Female,Medium,Chicago,20.0
1063,Baby,Female,Medium,Chicago,71.0
1064,Baby,Male,Medium,Chicago,75.0
1065,Baby,Male,Medium,Chicago,167.0
1066,Baby,Female,Medium,Chicago,75.0
1067,Baby,Female,Medium,Chicago,75.0
1068,Baby,Male,Medium,Chicago,167.0
1069,Baby,Male,Medium,Chicago,75.0
1070,Adult,Male,Large,Chicago,743.0
1071,Baby,Male,Large,Chicago,511.0
1072,Adult,Female,Medium,Chicago,863.0
1073,Baby,Female,Medium,Chicago,261.0
1074,Baby,Female,Large,Chicago,261.0
1075,Baby,Male,Large,Chicago,261.0
1076,Adult,Male,Small,Chicago,555.0
1077,Young,Female,Medium,Chicago,948.0
1078,Baby,Female,Medium,Chicago,196.0
1079,Baby,Female,Medium,Chicago,31.0
1080,Baby,Female,Medium,Chicago,437.0
1081,Baby,Male,Medium,Chicago,71.0
1082,Adult,Male,Large,Chicago,49.0
1083,Adult,Male,Large,Chicago,26.0
1084,Young,Female,Large,Chicago,31.0
1085,Senior,Female,Small,Chicago,730.0
1086,Adult,Female,Medium,Chicago,97.0
1087,Adult,Male,Small,Chicago,51.0
1088,Adult,Female,Medium,Chicago,29.0
1089,Young,Female,Medium,Chicago,52.0
1090,Baby,Male,Medium,Chicago,454.0
1091,Baby,Male,Medium,Chicago,529.0
1092,Senior,Female,Small,Chicago,2.0
1093,Baby,Male,Medium,Chicago,726.0
1094,Adult,Female,Large,Chicago,188.0
1095,Baby,Female,Medium,Chicago,529.0
1096,Adult,Male,Medium,Chicago,29.0
1097,Adult,Female,Large,Chicago,264.0
1098,Young,Male,Small,Chicago,1015.0
1099,Baby,Female,Large,Chicago,135.0
1100,Adult,Male,Medium,Chicago,839.0
1101,Adult,Female,Small,Chicago,621.0
1102,Adult,Male,Medium,Chicago,527.0
1103,Adult,Male,Medium,Chicago,310.0
1104,Adult,Male,Medium,Chicago,310.0
1105,Senior,Male,Small,Chicago,597.0
1106,Adult,Female,Large,Chicago,594.0
1107,Baby,Male,Small,Chicago,231.0
1108,Baby,Male,Small,Chicago,663.0
1109,Baby,Male,Medium,Chicago,63.0
1110,Baby,Male,Medium,Chicago,68.0
1111,Baby,Female,Medium,Chicago,231.0
1112,Baby,Female,Medium,Chicago,63.0
1113,Adult,Female,Medium,Chicago,94.0
1114,Adult,Female,Medium,Chicago,261.0
1115,Adult,Male,Small,Chicago,19.0
1116,Adult,Female,Medium,Chicago,261.0
1117,Adult,Male,Medium,Chicago,886.0
1118,Adult,Female,Small,Chicago,167.0
1119,Baby,Male,Medium,Chicago,888.0
1120,Adult,Male,Large,Chicago,406.0
1121,Adult,Male,Medium,Chicago,553.0
1122,Young,Female,Medium,Chicago,248.0
1123,Baby,Female,Medium,Chicago,153.0
1124,Baby,Male,Medium,Chicago,270.0
1125,Baby,Male,Medium,Chicago,202.0
1126,Young,Male,Small,Chicago,232.0
1127,Young,Female,Small,Chicago,758.0
1128,Young,Male,Small,Chicago,39.0
1129,Young,Female,Small,Chicago,232.0
1130,Adult,Male,Small,Chicago,67.0
1131,Baby,Female,Medium,Chicago,664.0
1132,Baby,Male,Medium,Chicago,664.0
1133,Baby,Female,Medium,Chicago,664.0
1134,Baby,Male,Medium,Chicago,664.0
1135,Baby,Male,Medium,Chicago,664.0
1136,Baby,Female,Medium,Chicago,664.0
1137,Baby,Female,Medium,Chicago,664.0
1138,Young,Female,Medium,Chicago,0.0
1139,Adult,Female,Medium,Chicago,72.0
1140,Young,Female,Medium,Chicago,386.0
1141,Baby,Female,Medium,Chicago,112.0
1142,Baby,Female,Medium,Chicago,112.0
1143,Baby,Male,Medium,Chicago,112.0
1144,Adult,Female,Small,Chicago,661.0
1145,Baby,Male,Large,Chicago,339.0
1146,Adult,Male,Medium,Chicago,210.0
1147,Baby,Male,Small,Chicago,133.0
1148,Baby,Male,Small,Chicago,134.0
1149,Young,Female,Small,Chicago,342.0
1150,Adult,Female,Medium,Chicago,577.0
1151,Baby,Female,Medium,Chicago,333.0
1152,Baby,Male,Medium,Chicago,673.0
1153,Baby,Female,Large,Chicago,1040.0
1154,Baby,Male,Medium,Chicago,236.0
1155,Young,Male,Medium,Chicago,674.0
1156,Young,Female,Medium,Chicago,128.0
1157,Baby,Female,Medium,Chicago,475.0
1158,Young,Female,Small,Chicago,141.0
1159,Young,Male,Small,Chicago,627.0
1160,Baby,Female,Small,Chicago,141.0
1161,Baby,Female,Medium,Chicago,627.0
1162,Baby,Male,Large,Chicago,294.0
1163,Baby,Female,Medium,Chicago,627.0
1164,Adult,Male,Large,Chicago,986.0
1165,Young,Male,Large,Chicago,802.0
1166,Adult,Female,Large,Chicago,502.0
1167,Adult,Male,Medium,Chicago,942.0
1168,Adult,Male,Small,Chicago,70.0
1169,Baby,Male,Medium,Chicago,295.0
1170,Young,Female,Large,Chicago,309.0
1171,Baby,Female,Medium,Chicago,427.0
1172,Young,Male,Small,Chicago,49.0
1173,Young,Male,Small,Chicago,49.0
1174,Baby,Male,Medium,Chicago,309.0
1175,Baby,Female,Medium,Chicago,309.0
1176,Young,Female,Large,Chicago,309.0
1177,Young,Female,Medium,Chicago,143.0
1178,Baby,Male,Medium,Chicago,318.0
1179,Baby,Male,Medium,Chicago,125.0
1180,Baby,Male,Medium,Chicago,144.0
1181,Baby,Male,Medium,Chicago,246.0
1182,Baby,Female,Medium,Chicago,144.0
1183,Baby,Female,Medium,Chicago,298.0
1184,Baby,Male,Small,Chicago,154.0
1185,Baby,Female,Large,Chicago,29.0
1186,Baby,Male,Extra Large,Chicago,50.0
1187,Adult,Male,Medium,Chicago,661.0
1188,Young,Male,Small,Chicago,185.0
1189,Adult,Male,Medium,Chicago,429.0
1190,Senior,Male,Small,Chicago,787.0
1191,Baby,Male,Large,Chicago,0.0
1192,Baby,Female,Large,Chicago,0.0
1193,Adult,Female,Small,Chicago,0.0
1194,Baby,Female,Small,Chicago,140.0
1195,Adult,Female,Medium,Chicago,497.0
1196,Baby,Female,Small,Chicago,255.0
1197,Adult,Female,Large,Chicago,402.0
1198,Adult,Female,Medium,Chicago,189.0
1199,Adult,Female,Medium,Chicago,497.0
1200,Young,Male,Medium,Chicago,231.0
1201,Adult,Male,Medium,Chicago,361.0
1202,Baby,Female,Medium,Chicago,140.0
1203,Baby,Female,Medium,Chicago,310.0
1204,Baby,Female,Medium,Chicago,310.0
1205,Baby,Female,Medium,Chicago,140.0
1206,Baby,Male,Medium,Chicago,151.0
1207,Baby,Male,Medium,Chicago,312.0
1208,Baby,Female,Medium,Chicago,312.0
1209,Baby,Female,Medium,Chicago,142.0
1210,Baby,Male,Medium,Chicago,143.0
1211,Baby,Female,Medium,Chicago,143.0
1212,Adult,Female,Medium,Chicago,261.0
1213,Adult,Female,Medium,Chicago,651.0
1214,Adult,Male,Medium,Chicago,153.0
1215,Adult,Male,Large,Chicago,333.0
1216,Adult,Male,Small,Chicago,165.0
1217,Adult,Female,Large,Chicago,350.0
1218,Adult,Male,Large,Chicago,520.0
1219,Senior,Male,Small,Chicago,887.0
1220,Adult,Male,Large,Chicago,88.0
1221,Young,Female,Small,Chicago,60.0
1222,Baby,Male,Medium,Chicago,379.0
1223,Young,Male,Large,Chicago,738.0
1224,Baby,Male,Medium,Chicago,981.0
1225,Baby,Female,Medium,Chicago,95.0
1226,Baby,Female,Medium,Chicago,165.0
1227,Baby,Male,Small,Chicago,402.0
1228,Baby,Female,Small,Chicago,168.0
1229,Baby,Female,Small,Chicago,168.0
1230,Baby,Male,Small,Chicago,190.0
1231,Baby,Male,Small,Chicago,0.0
1232,Baby,Female,Medium,Chicago,726.0
1233,Baby,Male,Medium,Chicago,726.0
1234,Adult,Female,Small,Chicago,0.0
1235,Baby,Female,Medium,Chicago,727.0
1236,Baby,Male,Medium,Chicago,164.0
1237,Baby,Female,Medium,Chicago,164.0
1238,Baby,Female,Medium,Chicago,164.0
1239,Baby,Female,Medium,Chicago,164.0
1240,Baby,Female,Medium,Chicago,0.0
1241,Baby,Male,Medium,Chicago,164.0
1242,Baby,Female,Medium,Chicago,727.0
1243,Young,Female,Medium,Chicago,0.0
1244,Adult,Male,Small,Chicago,0.0
1245,Adult,Female,Small,Chicago,0.0
1246,Baby,Female,Large,Chicago,529.0
1247,Young,Male,Extra Large,Chicago,77.0
1248,Young,Male,Medium,Chicago,149.0
1249,Baby,Female,Medium,Chicago,0.0
1250,Baby,Female,Medium,Chicago,0.0
1251,Baby,Female,Medium,Chicago,605.0
